grid_id,date,event1_num,event2_num,event3_num,event4_num
6,2019-06-01,0,0,0,0
6,2019-07-01,0,0,0,0
6,2019-08-01,0,0,0,0
6,2019-09-01,0,0,0,0
6,2019-10-01,0,0,0,0
6,2019-11-01,0,0,0,0
6,2019-12-01,0,0,0,0
7,2019-01-01,0,0,0,0
7,2019-02-01,0,0,0,0
7,2019-03-01,0,0,0,0
7,2019-04-01,0,0,0,0
7,2019-05-01,0,0,0,0
7,2019-06-01,0,0,0,0
7,2019-07-01,0,0,0,0
7,2019-08-01,0,0,0,0
7,2019-09-01,0,0,0,0
7,2019-10-01,0,0,0,0
7,2019-11-01,0,0,0,0
7,2019-12-01,0,0,0,0
8,2019-01-01,0,0,0,0
8,2019-02-01,0,0,0,0
8,2019-03-01,0,0,0,0
8,2019-04-01,0,0,0,0
8,2019-05-01,0,0,0,0
8,2019-06-01,0,0,0,0
8,2019-07-01,0,0,0,0
8,2019-08-01,0,0,0,0
8,2019-09-01,0,0,0,0
8,2019-10-01,0,0,0,0
8,2019-11-01,0,0,0,0
8,2019-12-01,0,0,0,0
9,2019-01-01,0,72,24,0
9,2019-02-01,0,0,0,0
9,2019-03-01,0,24,0,0
9,2019-04-01,0,24,0,0
9,2019-05-01,0,144,0,0
9,2019-06-01,0,24,0,0
9,2019-07-01,0,0,0,0
9,2019-08-01,0,0,0,0
9,2019-09-01,0,0,0,0
9,2019-10-01,0,0,0,24
9,2019-11-01,0,0,0,0
9,2019-12-01,0,0,0,0
10,2019-01-01,0,0,0,0
10,2019-02-01,0,0,0,0
10,2019-03-01,0,0,0,24
10,2019-04-01,0,0,0,0
10,2019-05-01,0,0,0,0
10,2019-06-01,0,0,0,0
10,2019-07-01,0,0,0,0
10,2019-08-01,0,0,0,0
10,2019-09-01,0,0,0,0
10,2019-10-01,0,0,0,0
10,2019-11-01,0,0,0,0
10,2019-12-01,0,0,0,0
11,2019-01-01,0,0,0,0
11,2019-02-01,0,0,0,0
11,2019-03-01,0,0,0,0
11,2019-04-01,0,0,0,0
11,2019-05-01,0,0,0,0
11,2019-06-01,0,0,0,0
11,2019-07-01,0,0,0,0
11,2019-08-01,0,0,0,0
11,2019-09-01,0,0,0,0
11,2019-10-01,0,0,0,0
11,2019-11-01,0,0,0,0
11,2019-12-01,0,0,0,0
12,2019-01-01,0,0,0,0
12,2019-02-01,0,0,0,0
12,2019-03-01,0,0,0,0
12,2019-04-01,0,0,0,0
12,2019-05-01,0,0,0,0
12,2019-06-01,0,0,0,0
12,2019-07-01,0,0,0,0
12,2019-08-01,0,0,24,0
12,2019-09-01,0,0,0,0
12,2019-10-01,0,0,0,0
12,2019-11-01,0,0,0,0
12,2019-12-01,0,0,0,0
13,2019-01-01,0,0,0,0
13,2019-02-01,0,0,0,0
13,2019-03-01,0,0,0,0
13,2019-04-01,0,0,0,0
13,2019-05-01,0,0,0,0
13,2019-06-01,0,0,0,0
13,2019-07-01,0,0,0,0
13,2019-08-01,0,0,0,0
13,2019-09-01,0,0,0,0
13,2019-10-01,0,0,0,0
13,2019-11-01,0,0,0,0
13,2019-12-01,0,0,0,0
14,2019-01-01,0,0,0,0
14,2019-02-01,0,0,0,0
14,2019-03-01,0,0,0,0
14,2019-04-01,0,0,0,0
14,2019-05-01,0,0,0,0
14,2019-06-01,0,0,0,0
14,2019-07-01,0,0,0,0
14,2019-08-01,0,0,0,0
14,2019-09-01,0,0,0,0
14,2019-10-01,0,0,0,0
14,2019-11-01,0,0,0,0
14,2019-12-01,0,0,0,0
15,2019-01-01,0,0,0,0
15,2019-02-01,0,0,0,0
15,2019-03-01,0,0,0,0
15,2019-04-01,0,0,0,0
15,2019-05-01,0,0,0,0
15,2019-06-01,0,0,0,0
15,2019-07-01,0,0,0,0
15,2019-08-01,0,0,0,0
15,2019-09-01,0,0,0,0
15,2019-10-01,0,0,0,0
15,2019-11-01,0,0,0,0
15,2019-12-01,0,0,0,0
16,2019-01-01,0,0,0,0
16,2019-02-01,0,0,0,0
16,2019-03-01,0,0,0,0
16,2019-04-01,0,0,0,0
16,2019-05-01,0,0,0,0
16,2019-06-01,0,0,0,0
16,2019-07-01,0,0,0,0
16,2019-08-01,0,0,0,24
16,2019-09-01,0,0,0,0
16,2019-10-01,0,0,0,0
16,2019-11-01,0,0,0,0
16,2019-12-01,0,0,0,0
17,2019-01-01,0,0,0,0
17,2019-02-01,0,0,0,0
17,2019-03-01,0,0,0,0
17,2019-04-01,0,0,0,0
17,2019-05-01,0,0,0,0
17,2019-06-01,0,0,0,0
17,2019-07-01,0,0,0,0
17,2019-08-01,0,0,0,0
17,2019-09-01,0,0,0,0
17,2019-10-01,0,0,0,0
17,2019-11-01,0,0,0,0
17,2019-12-01,0,0,0,0
18,2019-01-01,0,0,0,0
18,2019-02-01,0,0,0,0
18,2019-03-01,0,0,0,0
18,2019-04-01,0,0,0,0
18,2019-05-01,0,0,0,0
18,2019-06-01,0,0,0,0
18,2019-07-01,0,0,0,0
18,2019-08-01,0,0,0,0
18,2019-09-01,0,0,0,0
18,2019-10-01,0,0,0,0
18,2019-11-01,0,0,0,0
18,2019-12-01,0,0,0,0
19,2019-01-01,0,0,0,0
19,2019-02-01,0,0,0,0
19,2019-03-01,0,0,0,0
19,2019-04-01,0,0,0,0
19,2019-05-01,0,0,0,0
19,2019-06-01,0,0,0,0
19,2019-07-01,0,0,0,0
19,2019-08-01,0,0,0,0
19,2019-09-01,0,0,0,0
19,2019-10-01,0,0,0,0
19,2019-11-01,0,0,0,0
19,2019-12-01,0,0,0,0
20,2019-01-01,0,0,0,0
20,2019-02-01,0,0,0,0
20,2019-03-01,0,0,0,0
20,2019-04-01,0,0,0,0
20,2019-05-01,0,0,0,0
20,2019-06-01,0,0,0,0
20,2019-07-01,0,0,0,0
20,2019-08-01,0,0,0,0
20,2019-09-01,0,0,0,0
20,2019-10-01,0,0,0,0
20,2019-11-01,0,0,0,0
20,2019-12-01,0,0,0,0
21,2019-01-01,0,0,0,0
21,2019-02-01,0,0,0,0
21,2019-03-01,0,0,0,0
21,2019-04-01,0,0,0,0
21,2019-05-01,0,0,0,0
21,2019-06-01,0,0,0,0
21,2019-07-01,0,0,0,0
21,2019-08-01,0,0,0,0
21,2019-09-01,0,0,0,0
21,2019-10-01,0,0,0,0
21,2019-11-01,0,0,0,0
21,2019-12-01,0,0,0,0
22,2019-01-01,0,0,0,0
22,2019-02-01,0,0,0,0
22,2019-03-01,0,0,0,0
22,2019-04-01,0,0,0,0
22,2019-05-01,0,0,0,0
22,2019-06-01,0,0,0,0
22,2019-07-01,0,0,0,0
22,2019-08-01,0,0,0,0
22,2019-09-01,0,0,0,0
22,2019-10-01,0,0,0,0
22,2019-11-01,0,0,0,0
22,2019-12-01,0,0,0,0
23,2019-01-01,0,0,0,0
23,2019-02-01,0,0,0,0
23,2019-03-01,0,0,0,0
23,2019-04-01,0,0,0,0
23,2019-05-01,0,0,0,0
23,2019-06-01,0,0,0,0
23,2019-07-01,0,0,0,0
23,2019-08-01,0,0,0,0
23,2019-09-01,0,0,0,0
23,2019-10-01,0,0,0,0
23,2019-11-01,0,0,0,0
23,2019-12-01,0,0,0,0
24,2019-01-01,0,0,0,0
24,2019-02-01,0,0,0,0
24,2019-03-01,0,0,0,0
24,2019-04-01,0,0,0,0
24,2019-05-01,0,0,0,0
24,2019-06-01,0,0,0,0
24,2019-07-01,0,0,0,0
24,2019-08-01,0,0,0,0
24,2019-09-01,0,0,0,0
24,2019-10-01,0,0,0,0
24,2019-11-01,0,0,0,0
24,2019-12-01,0,0,0,0
25,2019-01-01,0,0,0,0
25,2019-02-01,0,0,0,0
25,2019-03-01,0,0,0,0
25,2019-04-01,0,0,0,0
25,2019-05-01,0,0,0,0
25,2019-06-01,0,0,0,0
25,2019-07-01,0,0,0,0
25,2019-08-01,0,0,0,0
25,2019-09-01,0,0,0,0
25,2019-10-01,0,0,0,0
25,2019-11-01,0,0,0,0
25,2019-12-01,0,0,0,0
26,2019-01-01,0,0,0,0
26,2019-02-01,0,0,0,0
26,2019-03-01,0,0,0,0
26,2019-04-01,0,0,0,0
26,2019-05-01,0,0,0,0
26,2019-06-01,0,0,0,0
26,2019-07-01,0,0,0,0
26,2019-08-01,0,0,0,0
26,2019-09-01,0,0,0,0
26,2019-10-01,0,0,0,0
26,2019-11-01,0,0,0,0
26,2019-12-01,0,0,0,0
27,2019-01-01,0,0,0,0
27,2019-02-01,0,0,0,0
27,2019-03-01,0,0,0,0
27,2019-04-01,0,0,0,0
27,2019-05-01,0,0,0,0
27,2019-06-01,0,0,0,0
27,2019-07-01,0,0,0,0
27,2019-08-01,0,0,0,0
27,2019-09-01,0,0,0,0
27,2019-10-01,0,0,0,0
27,2019-11-01,0,0,0,0
27,2019-12-01,0,0,0,0
28,2019-01-01,0,0,0,0
28,2019-02-01,0,0,0,0
28,2019-03-01,0,0,0,0
28,2019-04-01,0,0,0,0
28,2019-05-01,0,0,0,0
28,2019-06-01,0,0,0,0
28,2019-07-01,0,0,0,0
28,2019-08-01,0,0,0,0
28,2019-09-01,0,0,0,0
28,2019-10-01,0,0,0,0
28,2019-11-01,0,0,0,0
28,2019-12-01,0,0,0,0
29,2019-01-01,0,0,0,0
29,2019-02-01,0,0,0,0
29,2019-03-01,0,0,0,0
29,2019-04-01,0,0,0,0
29,2019-05-01,0,0,0,0
29,2019-06-01,0,0,0,0
29,2019-07-01,0,0,0,0
29,2019-08-01,0,0,0,0
29,2019-09-01,0,0,0,0
29,2019-10-01,0,0,0,0
29,2019-11-01,0,0,0,0
29,2019-12-01,0,0,0,0
30,2019-01-01,0,0,0,0
30,2019-02-01,0,0,0,0
30,2019-03-01,0,0,0,0
30,2019-04-01,0,0,0,0
30,2019-05-01,0,0,0,0
30,2019-06-01,0,0,0,0
30,2019-07-01,0,0,0,0
30,2019-08-01,0,0,0,0
30,2019-09-01,0,0,0,0
30,2019-10-01,0,0,0,0
30,2019-11-01,0,0,0,0
30,2019-12-01,0,0,0,0
31,2019-01-01,0,0,0,0
31,2019-02-01,0,0,0,0
31,2019-03-01,0,0,0,0
31,2019-04-01,0,0,0,0
31,2019-05-01,0,0,0,0
31,2019-06-01,0,0,0,0
31,2019-07-01,0,0,0,0
31,2019-08-01,0,0,0,0
31,2019-09-01,0,0,0,0
31,2019-10-01,0,0,0,0
31,2019-11-01,0,0,0,0
31,2019-12-01,0,0,0,0
32,2019-01-01,0,0,0,0
32,2019-02-01,0,0,0,0
32,2019-03-01,0,0,0,0
32,2019-04-01,0,0,0,0
32,2019-05-01,0,0,0,0
32,2019-06-01,0,0,0,0
32,2019-07-01,0,0,0,0
32,2019-08-01,0,0,0,0
32,2019-09-01,0,0,0,0
32,2019-10-01,0,0,0,0
32,2019-11-01,0,0,0,0
32,2019-12-01,0,0,0,0
33,2019-01-01,0,0,0,0
33,2019-02-01,0,0,0,0
33,2019-03-01,0,0,0,0
33,2019-04-01,0,0,0,0
33,2019-05-01,0,0,0,0
33,2019-06-01,0,0,0,0
33,2019-07-01,0,0,0,0
33,2019-08-01,0,0,0,24
33,2019-09-01,0,0,0,0
33,2019-10-01,0,0,0,0
33,2019-11-01,0,0,0,0
33,2019-12-01,0,0,0,0
34,2019-01-01,0,0,0,0
34,2019-02-01,0,0,0,0
34,2019-03-01,0,0,0,0
34,2019-04-01,0,0,0,0
34,2019-05-01,0,0,0,0
34,2019-06-01,0,0,0,0
34,2019-07-01,0,0,0,0
34,2019-08-01,0,0,0,0
34,2019-09-01,0,0,0,0
34,2019-10-01,0,0,0,0
34,2019-11-01,0,0,0,0
34,2019-12-01,0,0,0,0
35,2019-01-01,0,0,0,0
35,2019-02-01,0,0,0,0
35,2019-03-01,0,0,0,0
35,2019-04-01,0,0,0,0
35,2019-05-01,0,0,0,0
35,2019-06-01,0,0,0,0
35,2019-07-01,0,0,0,0
35,2019-08-01,0,0,0,0
35,2019-09-01,0,0,0,0
35,2019-10-01,0,0,0,0
35,2019-11-01,0,0,0,0
35,2019-12-01,0,0,0,0
36,2019-01-01,0,0,0,0
36,2019-02-01,0,0,0,0
36,2019-03-01,0,0,0,0
36,2019-04-01,0,0,0,0
36,2019-05-01,0,0,0,0
36,2019-06-01,0,0,0,0
36,2019-07-01,0,0,0,0
36,2019-08-01,0,0,0,0
36,2019-09-01,0,0,0,0
36,2019-10-01,0,0,0,0
36,2019-11-01,0,0,0,0
36,2019-12-01,0,0,0,0
37,2019-01-01,0,0,0,0
37,2019-02-01,0,0,0,0
37,2019-03-01,0,0,0,0
37,2019-04-01,0,0,0,0
37,2019-05-01,0,0,0,0
37,2019-06-01,0,0,0,0
37,2019-07-01,0,0,0,0
37,2019-08-01,0,0,0,0
37,2019-09-01,0,0,0,0
37,2019-10-01,0,0,0,0
37,2019-11-01,0,0,0,0
37,2019-12-01,0,0,0,0
38,2019-01-01,0,0,0,0
38,2019-02-01,0,0,0,0
38,2019-03-01,0,0,0,0
38,2019-04-01,0,0,0,0
38,2019-05-01,0,0,0,0
38,2019-06-01,0,0,0,0
38,2019-07-01,0,0,0,0
38,2019-08-01,0,0,0,0
38,2019-09-01,0,0,0,0
38,2019-10-01,0,0,0,0
38,2019-11-01,0,0,0,0
38,2019-12-01,0,0,0,0
39,2019-01-01,0,0,0,0
39,2019-02-01,0,0,0,0
39,2019-03-01,0,0,0,0
39,2019-04-01,0,0,0,0
39,2019-05-01,0,0,0,0
39,2019-06-01,0,0,0,0
39,2019-07-01,0,0,0,0
39,2019-08-01,0,0,0,0
39,2019-09-01,0,0,0,0
39,2019-10-01,0,0,0,0
39,2019-11-01,0,0,0,0
39,2019-12-01,0,0,0,0
40,2019-01-01,0,0,0,0
40,2019-02-01,0,0,0,0
40,2019-03-01,0,0,0,0
40,2019-04-01,0,0,0,0
40,2019-05-01,0,0,0,0
40,2019-06-01,0,0,0,0
40,2019-07-01,0,0,0,0
40,2019-08-01,0,0,0,0
40,2019-09-01,0,0,0,0
40,2019-10-01,0,0,0,0
40,2019-11-01,0,0,0,0
40,2019-12-01,0,0,0,0
41,2019-01-01,0,0,0,0
41,2019-02-01,0,0,0,0
41,2019-03-01,0,0,0,0
41,2019-04-01,0,0,0,0
41,2019-05-01,0,0,0,0
41,2019-06-01,0,0,0,0
41,2019-07-01,0,0,0,0
41,2019-08-01,0,0,0,0
41,2019-09-01,0,0,0,0
41,2019-10-01,0,0,24,0
41,2019-11-01,0,0,0,0
41,2019-12-01,0,0,24,0
42,2019-01-01,0,0,0,0
42,2019-02-01,0,0,0,0
42,2019-03-01,0,0,0,24
42,2019-04-01,0,0,0,0
42,2019-05-01,0,0,0,0
42,2019-06-01,0,0,0,0
42,2019-07-01,0,0,0,0
42,2019-08-01,0,0,0,0
42,2019-09-01,0,0,0,0
42,2019-10-01,0,0,0,0
42,2019-11-01,0,0,0,0
42,2019-12-01,0,0,0,0
43,2019-01-01,0,0,0,0
43,2019-02-01,0,0,0,0
43,2019-03-01,0,0,0,0
43,2019-04-01,0,0,0,0
43,2019-05-01,0,0,0,0
43,2019-06-01,0,0,0,0
43,2019-07-01,0,0,0,0
43,2019-08-01,0,0,0,0
43,2019-09-01,0,0,0,0
43,2019-10-01,0,0,0,0
43,2019-11-01,0,0,0,0
43,2019-12-01,0,0,0,0
44,2019-01-01,0,0,0,0
44,2019-02-01,0,0,0,0
44,2019-03-01,0,0,0,0
44,2019-04-01,0,0,0,0
44,2019-05-01,0,0,0,0
44,2019-06-01,0,0,0,0
44,2019-07-01,0,0,0,0
44,2019-08-01,0,0,0,0
44,2019-09-01,0,0,0,0
44,2019-10-01,0,0,0,0
44,2019-11-01,0,0,0,0
44,2019-12-01,0,0,0,0
45,2019-01-01,0,0,0,0
45,2019-02-01,0,0,0,0
45,2019-03-01,0,0,0,0
45,2019-04-01,0,0,0,0
45,2019-05-01,0,0,0,0
45,2019-06-01,0,0,0,0
45,2019-07-01,0,0,0,0
45,2019-08-01,0,0,0,0
45,2019-09-01,0,0,0,0
45,2019-10-01,0,0,0,0
45,2019-11-01,0,0,0,0
45,2019-12-01,0,0,0,0
46,2019-01-01,0,0,0,0
46,2019-02-01,0,0,0,0
46,2019-03-01,0,0,0,0
46,2019-04-01,0,0,0,0
46,2019-05-01,0,0,0,0
46,2019-06-01,0,0,0,0
46,2019-07-01,0,0,0,0
46,2019-08-01,0,0,0,0
46,2019-09-01,0,0,0,0
46,2019-10-01,0,0,0,0
46,2019-11-01,0,0,0,0
46,2019-12-01,0,0,0,0
47,2019-01-01,0,0,24,0
47,2019-02-01,0,0,0,0
47,2019-03-01,0,0,0,24
47,2019-04-01,0,0,0,24
47,2019-05-01,0,0,0,0
47,2019-06-01,0,0,0,0
47,2019-07-01,0,0,0,0
47,2019-08-01,0,0,0,0
47,2019-09-01,0,0,0,0
47,2019-10-01,0,0,0,24
47,2019-11-01,0,0,0,0
47,2019-12-01,0,0,0,0
48,2019-01-01,0,0,0,0
48,2019-02-01,0,0,0,0
48,2019-03-01,0,0,0,0
48,2019-04-01,0,0,0,0
48,2019-05-01,0,0,0,0
48,2019-06-01,0,0,0,0
48,2019-07-01,0,0,0,0
48,2019-08-01,0,0,0,0
48,2019-09-01,0,0,0,0
48,2019-10-01,0,0,0,0
48,2019-11-01,0,0,0,0
48,2019-12-01,0,0,0,0
49,2019-01-01,0,0,0,0
49,2019-02-01,0,0,0,0
49,2019-03-01,0,0,0,0
49,2019-04-01,0,0,0,0
49,2019-05-01,0,0,0,0
49,2019-06-01,0,0,0,0
49,2019-07-01,0,0,0,0
49,2019-08-01,0,0,0,0
49,2019-09-01,0,0,0,0
49,2019-10-01,0,0,0,0
49,2019-11-01,0,0,0,0
49,2019-12-01,0,0,0,0
50,2019-01-01,0,0,0,0
50,2019-02-01,0,0,0,0
50,2019-03-01,0,0,0,0
50,2019-04-01,0,0,0,0
50,2019-05-01,0,0,0,0
50,2019-06-01,0,0,0,0
50,2019-07-01,0,0,0,0
50,2019-08-01,0,0,0,0
50,2019-09-01,0,0,0,0
50,2019-10-01,0,0,0,0
50,2019-11-01,0,0,0,0
50,2019-12-01,0,0,0,0
51,2019-01-01,0,0,0,0
51,2019-02-01,0,0,0,0
51,2019-03-01,0,0,0,0
51,2019-04-01,0,0,0,0
51,2019-05-01,0,0,0,0
51,2019-06-01,0,0,0,0
51,2019-07-01,0,0,0,0
51,2019-08-01,0,0,0,0
51,2019-09-01,0,0,0,0
51,2019-10-01,0,0,0,0
51,2019-11-01,0,0,0,0
51,2019-12-01,0,0,0,0
52,2019-01-01,0,0,0,0
52,2019-02-01,0,0,0,0
52,2019-03-01,0,0,0,0
52,2019-04-01,0,0,0,0
52,2019-05-01,0,0,0,0
52,2019-06-01,0,0,0,0
52,2019-07-01,0,0,24,0
52,2019-08-01,0,0,0,0
52,2019-09-01,0,0,0,0
52,2019-10-01,0,0,0,0
52,2019-11-01,0,0,0,0
52,2019-12-01,0,0,0,0
53,2019-01-01,0,0,0,0
53,2019-02-01,0,0,0,0
53,2019-03-01,0,0,0,0
53,2019-04-01,0,0,0,0
53,2019-05-01,0,0,0,0
53,2019-06-01,0,0,0,0
53,2019-07-01,0,0,0,0
53,2019-08-01,0,0,0,0
53,2019-09-01,0,0,0,0
53,2019-10-01,0,0,0,0
53,2019-11-01,0,0,0,0
53,2019-12-01,0,0,0,0
54,2019-01-01,0,0,0,0
54,2019-02-01,0,0,0,0
54,2019-03-01,0,0,0,0
54,2019-04-01,0,0,0,0
54,2019-05-01,0,0,0,0
54,2019-06-01,0,0,0,0
54,2019-07-01,0,0,0,0
54,2019-08-01,0,0,0,0
54,2019-09-01,0,0,0,0
54,2019-10-01,0,0,0,0
54,2019-11-01,0,0,0,0
54,2019-12-01,0,0,0,0
55,2019-01-01,0,0,0,0
55,2019-02-01,0,0,0,0
55,2019-03-01,0,0,0,24
55,2019-04-01,0,0,0,0
55,2019-05-01,0,0,0,0
55,2019-06-01,0,0,0,0
55,2019-07-01,0,0,0,0
55,2019-08-01,0,0,0,0
55,2019-09-01,0,0,0,0
55,2019-10-01,0,0,0,0
55,2019-11-01,0,0,0,0
55,2019-12-01,0,0,0,0
56,2019-01-01,0,0,0,0
56,2019-02-01,0,0,0,0
56,2019-03-01,0,0,0,24
56,2019-04-01,0,0,0,0
56,2019-05-01,0,0,0,0
56,2019-06-01,0,0,0,0
56,2019-07-01,0,0,0,0
56,2019-08-01,0,0,0,0
56,2019-09-01,0,0,0,0
56,2019-10-01,0,0,0,0
56,2019-11-01,0,0,0,0
56,2019-12-01,0,0,0,0
57,2019-01-01,0,0,0,0
57,2019-02-01,0,0,0,0
57,2019-03-01,0,0,0,0
57,2019-04-01,0,0,0,0
57,2019-05-01,0,0,0,0
57,2019-06-01,0,0,0,0
57,2019-07-01,0,0,0,0
57,2019-08-01,0,0,0,0
57,2019-09-01,0,0,0,0
57,2019-10-01,0,0,0,0
57,2019-11-01,0,0,0,0
57,2019-12-01,0,0,0,0
58,2019-01-01,0,0,0,0
58,2019-02-01,0,0,0,0
58,2019-03-01,0,0,0,0
58,2019-04-01,0,0,0,0
58,2019-05-01,0,0,0,0
58,2019-06-01,0,0,0,0
58,2019-07-01,0,0,0,0
58,2019-08-01,0,0,0,0
58,2019-09-01,0,0,0,0
58,2019-10-01,0,0,0,0
58,2019-11-01,0,0,0,0
58,2019-12-01,0,0,0,0
59,2019-01-01,0,0,0,0
59,2019-02-01,0,0,0,0
59,2019-03-01,0,0,0,0
59,2019-04-01,0,0,0,0
59,2019-05-01,0,0,0,0
59,2019-06-01,0,0,0,0
59,2019-07-01,0,0,0,0
59,2019-08-01,0,0,0,0
59,2019-09-01,0,0,0,0
59,2019-10-01,0,0,0,0
59,2019-11-01,0,0,0,0
59,2019-12-01,0,0,0,0
60,2019-01-01,0,0,0,0
60,2019-02-01,0,0,0,0
60,2019-03-01,0,0,0,0
60,2019-04-01,0,0,0,0
60,2019-05-01,0,0,0,0
60,2019-06-01,0,0,0,0
60,2019-07-01,0,0,0,0
60,2019-08-01,0,0,0,0
60,2019-09-01,0,0,0,0
60,2019-10-01,0,0,0,0
60,2019-11-01,0,0,0,0
60,2019-12-01,0,0,0,0
61,2019-01-01,0,0,0,0
61,2019-02-01,0,0,0,0
61,2019-03-01,0,0,0,0
61,2019-04-01,0,0,0,0
61,2019-05-01,0,0,0,0
61,2019-06-01,0,0,0,0
61,2019-07-01,0,0,0,0
61,2019-08-01,0,0,0,0
61,2019-09-01,0,0,0,0
61,2019-10-01,0,0,0,0
61,2019-11-01,0,0,0,0
61,2019-12-01,0,0,0,0
62,2019-01-01,0,0,0,0
62,2019-02-01,0,0,0,0
62,2019-03-01,0,0,0,0
62,2019-04-01,0,0,0,0
62,2019-05-01,0,0,0,0
62,2019-06-01,0,0,0,0
62,2019-07-01,0,0,0,0
62,2019-08-01,0,0,0,0
62,2019-09-01,0,0,0,0
62,2019-10-01,0,0,0,0
62,2019-11-01,0,0,0,0
62,2019-12-01,0,0,0,0
63,2019-01-01,0,0,0,0
63,2019-02-01,0,0,0,0
63,2019-03-01,0,0,0,0
63,2019-04-01,0,0,0,48
63,2019-05-01,0,0,0,0
63,2019-06-01,0,0,0,0
63,2019-07-01,0,0,0,0
63,2019-08-01,0,0,0,0
63,2019-09-01,0,0,0,0
63,2019-10-01,0,0,0,0
63,2019-11-01,0,0,0,0
63,2019-12-01,0,0,0,0
64,2019-01-01,0,0,0,0
64,2019-02-01,0,0,0,0
64,2019-03-01,0,0,0,0
64,2019-04-01,0,0,0,0
64,2019-05-01,0,0,0,0
64,2019-06-01,0,0,0,0
64,2019-07-01,0,0,0,0
64,2019-08-01,0,0,0,0
64,2019-09-01,0,0,24,0
64,2019-10-01,0,0,0,0
64,2019-11-01,0,0,0,0
64,2019-12-01,0,0,24,0
65,2019-01-01,0,0,0,0
65,2019-02-01,0,0,0,0
65,2019-03-01,0,0,0,0
65,2019-04-01,0,0,0,0
65,2019-05-01,0,0,0,0
65,2019-06-01,0,0,0,0
65,2019-07-01,0,0,0,0
65,2019-08-01,0,0,0,0
65,2019-09-01,0,0,0,0
65,2019-10-01,0,0,0,0
65,2019-11-01,0,0,0,0
65,2019-12-01,0,0,0,0
66,2019-01-01,0,0,0,0
66,2019-02-01,0,0,0,0
66,2019-03-01,0,0,0,0
66,2019-04-01,0,0,0,0
66,2019-05-01,0,0,0,0
66,2019-06-01,0,0,0,0
66,2019-07-01,0,0,0,0
66,2019-08-01,0,0,0,0
66,2019-09-01,0,0,0,0
66,2019-10-01,0,0,0,0
66,2019-11-01,0,0,0,0
66,2019-12-01,0,0,0,0
67,2019-01-01,0,0,0,0
67,2019-02-01,0,0,0,0
67,2019-03-01,0,0,0,0
67,2019-04-01,0,0,0,0
67,2019-05-01,0,0,0,0
67,2019-06-01,0,0,0,0
67,2019-07-01,0,0,0,0
67,2019-08-01,0,0,0,0
67,2019-09-01,0,0,0,0
67,2019-10-01,0,0,0,0
67,2019-11-01,0,0,0,0
67,2019-12-01,0,0,0,0
68,2019-01-01,0,0,0,0
68,2019-02-01,0,0,0,0
68,2019-03-01,0,0,0,0
68,2019-04-01,0,0,0,0
